144,C=Cc1ccc(C(=O)CCC)cc1,347.0
89,C=CC(=O)OCCC#N,277.0
260,CC(=C)C(=O)OCCc1ccccc1,270.0
216,CCCCCCOCC1CO1,189.0
138,C=CC(=O)OCC(C#N)CCCCC,389.0
98,C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)F,218.0
117,C=CC(=O)Oc1ccccc1C,325.0
223,Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,482.0
118,C=CC(=O)OCC(F)(F)F,263.0
47,CCCCCCCOC(=O)C=C,213.0
120,C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,205.0
215,C1COCO1,209.0
135,CC(=C)C(=O)Oc1ccccc1,330.0
267,OC(=O)CCC(=O)O.OCCCCO,237.0
220,CCCCOCC1CO1,194.0
245,C=C.[C-]#[O+],291.0
78,C=Cc1ccc(C(=O)CCCC)cc1,343.0
199,OC(=O)c1ccc(cc1)C(=O)O.OCCO,344.0
7,C=CC(=O)OCCCCCCC#N,358.0
145,C=Cc1ccc(C(=O)N(CC)CC)cc1,375.0
173,C=CC(=O)OC(C)(C)C,311.0
227,c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,437.0
45,C=CC(=O)OCC(CC)CC,223.0
54,C=CC(=O)OCCC(=O)CCC(=O)C(F)(F)C(F)F,233.0
56,C=CC(=O)OCC(C#N)CCCCC,389.0
214,CC1CO1,200.0
261,C=CC(=O)Oc1ccc(C(=O)OCC)cc1,310.0
231,C1CC=CC1,178.0
91,CCCCCCCCCCCCOC(=O)C(=C)C,270.0
74,C=Cc2ccc(C(=O)Cc1ccccc1)cc2,351.0
236,NCCCCCCN.OC(=O)CCCCCCCCCCC(=O)O,319.0
217,C1CCCCOC1,204.0
251,C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,205.0
268,C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,283.0
122,C=CC(=O)Oc1ccc(C(=O)OCCCC)cc1,286.0
73,C=Cc1ccc(C(=O)CCCCCCC)cc1,323.0
225,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,479.0
44,C=CC(=O)Oc1ccc(C(=O)OCC)cc1,310.0
6,C=CC(=O)OCCC#N,277.0
164,C=Cc1ccc(OC)cc1C,358.0
258,C=CC(=O)OCC(C)C(C)CC,258.0
67,C=Cc1ccc(COCC(O)CC)cc1,319.0
111,C=CC(=O)OCC(F)(F)C(F)(F)F,247.0
143,C=Cc1ccc(C(C)CCC)cc1,359.0
218,O1CC1,225.0
160,C=Cc1ccc(OCCC)cc1,343.0
12,C=CC(=O)Oc1cccc(C(=O)OCC)c1,297.0
0,C=CC(=O)OCc1ccccc1,279.0
59,C=Cc1cc(C(C)(C)C)ccc1C,360.0
209,OC(=O)CCCCC(=O)O.OCCCCO,202.0
178,C=CC(=O)OCC#N,296.0
119,C=CC(=O)OCCC(=O)CC(F)(F)F,235.0
167,C=Cc1ccccc1,373.0
147,C=Cc1ccccc1CCOC,347.0
161,C=Cc2ccc(c1ccc(C)cc1)cc2,372.0
186,CC(=C)C#N,388.0
237,OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,323.0
16,C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,283.0
37,C=CC(=O)OCC(F)(F)F,263.0
235,OC(=O)CCCCCCCCC(=O)O.NCCCCCCCCCCN,323.0
256,C=Cc2ccc(Cc1ccc(OC)cc1)cc2,376.0
175,CCCCCCCCOC(=O)C=C,208.0
69,C=Cc1ccc(C(=O)OCC(C)C)cc1,363.0
137,C=CC(=O)Oc1ccc(C)cc1,316.0
127,C=CC(=O)OCCOCC,223.0
153,C=Cc1ccccc1C(=O)OCC(C)(C)C,341.0
63,C=Cc1ccccc1CCOC,347.0
24,C=CC(=O)Oc1ccc(CCCOC)cc1,198.0
13,CCOC(=O)C=C,249.0
126,C=CC(=O)Oc1cccc(N(C)C)c1,320.0
188,CCCCCCOC(=O)C(=C)C#N,359.0
154,C=Cc1ccccc1COCC(C)(C)C,351.0
46,C=CC(=O)OCCC(=O)CC(F)(F)C(F)(F)C(F)(F)F,228.0
22,C=CC(=O)Oc1ccc(C(=O)OC)cc1,340.0
212,C1CCO1,197.0
30,C=CC(=O)OC(CC)CC,267.0
79,C=Cc1ccc(C(C)(O)CCCCC)cc1,364.0
64,C=Cc1ccc(C(=O)CCCCC)cc1,339.0
243,C1CNC1=O,384.0
10,CCCCCCCCCCCCOC(=O)C(=C)C,270.0
99,C=CC(=O)OC(C)CCCCC,235.0
211,C1C(CO1)(CCl)CCl,272.0
38,C=CC(=O)OCCC(=O)CC(F)(F)F,235.0
133,C=CC(=O)Oc1ccccc1C(=O)OC,319.0
203,O=C1CCCCCO1,208.0
142,C=Cc1cc(C(C)(C)C)ccc1C,360.0
232,NCCCCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,394.0
14,C=CC(=O)OF,288.0
219,ClCC1CO1,252.0
222,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,459.0
200,OC(=O)c1ccccc1C(=O)O.OCCO,297.0
210,OC(=O)c1cc(ccc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,462.0
80,C=Cc1ccc(OC)cc1C,358.0
33,C=CC(=O)OCCCCCCCCCCCCCC,297.0
183,C=CC(=O)NC(C)C,403.0
66,C=Cc1ccc(C(=O)OCCCCCC)cc1,339.0
170,C=Cc1ccc(cc1)Cl,398.0
65,C=Cc1ccccc1C(=O)OCCCCCC,318.0
121,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,234.0
112,C=CC(=O)OC(CC)CC,267.0
82,C=CC(=O)Oc2ccc(c1ccccc1)cc2,383.0
83,CCCCOC(=O)C=C,219.0
9,C=CC(=O)OCC(C)C(C)CC,258.0
52,C=CC(=O)OCCCCC,216.0
129,C=CC(=O)OCCC(=O)CC(F)(F)C(F)(F)C(F)(F)F,228.0
55,C=CC(=O)Oc1ccc(C)cc1,316.0
20,C=CC(=O)OCC(C)OC,217.0
131,C=CC(=O)OCC(F)(F)C(F)C(F)(F)F,251.0
238,OC(=O)CCCCCCCC(=O)O.NCCCCCCN,332.0
134,C=CC(=O)OCCCCCCCCC,215.0
196,OC(=O)CCC(=O)O.OCCCCCCO,220.0
149,C=Cc1ccc(C(=O)OCCCCCC)cc1,339.0
150,C=Cc1ccc(COCC(O)CC)cc1,319.0
166,C=Cc2ccc(Oc1ccccc1)cc2,373.0
262,C=Cc1ccc(COC)cc1,350.0
90,C=CC(=O)OC(C)C#N,339.0
29,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,238.0
21,C=CC(=O)Oc1cccc(C(=O)OC)c1,311.0
62,C=Cc1ccc(C(=O)N(CC)CC)cc1,375.0
